Accession	E-Value	Residue Range	Property	Architecture	X-group	T-group	Desc	Code	Tool	Community	Community Size	Community Rep	Seq length (aa)	Taxonomy	Taxonomy detail
UniRef100_F5YIT8	nan	156-159	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C712	24	UniRef100_A0A351Z0B2	694	Spirochaetes	Spirochaetes
UniRef100_F5YIT8	nan	160-178	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C712	24	UniRef100_A0A351Z0B2	694	Spirochaetes	Spirochaetes
UniRef100_F5YIT8	nan	179-644	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C712	24	UniRef100_A0A351Z0B2	694	Spirochaetes	Spirochaetes
UniRef100_F5YIT8	nan	645-661	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C712	24	UniRef100_A0A351Z0B2	694	Spirochaetes	Spirochaetes
UniRef100_F5YIT8	nan	662-667	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C712	24	UniRef100_A0A351Z0B2	694	Spirochaetes	Spirochaetes
UniRef100_F5YIT8	nan	668-682	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C712	24	UniRef100_A0A351Z0B2	694	Spirochaetes	Spirochaetes
UniRef100_F5YIT8	nan	683-694	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C712	24	UniRef100_A0A351Z0B2	694	Spirochaetes	Spirochaetes
UniRef100_K8GJJ9	nan	1-115	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	719	Cyanobacteria	Cyanobacteria
UniRef100_K8GJJ9	nan	116-129	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	719	Cyanobacteria	Cyanobacteria
UniRef100_K8GJJ9	nan	130-137	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	719	Cyanobacteria	Cyanobacteria
UniRef100_K8GJJ9	nan	138-150	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	719	Cyanobacteria	Cyanobacteria
UniRef100_K8GJJ9	nan	151-168	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	719	Cyanobacteria	Cyanobacteria
UniRef100_K8GJJ9	nan	169-178	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	719	Cyanobacteria	Cyanobacteria
UniRef100_K8GJJ9	nan	179-183	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	719	Cyanobacteria	Cyanobacteria
UniRef100_K8GJJ9	nan	184-193	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	719	Cyanobacteria	Cyanobacteria
UniRef100_K8GJJ9	nan	194-719	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	719	Cyanobacteria	Cyanobacteria
UniRef100_R7BNF1	nan	1-648	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	742	Actinomycetota	Actinomycetota
UniRef100_R7BNF1	nan	649-662	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	742	Actinomycetota	Actinomycetota
UniRef100_R7BNF1	nan	663-668	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	742	Actinomycetota	Actinomycetota
UniRef100_R7BNF1	nan	669-683	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	742	Actinomycetota	Actinomycetota
UniRef100_R7BNF1	nan	684-742	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	742	Actinomycetota	Actinomycetota
UniRef100_A0A6P0KDR0	nan	1-162	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C576	3	UniRef100_A0A6P0YFS0	345	Cyanobacteria	Cyanobacteria
UniRef100_A0A6P0KDR0	nan	163-173	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C576	3	UniRef100_A0A6P0YFS0	345	Cyanobacteria	Cyanobacteria
UniRef100_A0A6P0KDR0	nan	174-182	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C576	3	UniRef100_A0A6P0YFS0	345	Cyanobacteria	Cyanobacteria
UniRef100_A0A6P0KDR0	nan	183-194	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C576	3	UniRef100_A0A6P0YFS0	345	Cyanobacteria	Cyanobacteria
UniRef100_A0A6P0KDR0	nan	195-213	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C576	3	UniRef100_A0A6P0YFS0	345	Cyanobacteria	Cyanobacteria
UniRef100_A0A6P0KDR0	nan	214-223	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C576	3	UniRef100_A0A6P0YFS0	345	Cyanobacteria	Cyanobacteria
UniRef100_A0A6P0KDR0	nan	224-228	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C576	3	UniRef100_A0A6P0YFS0	345	Cyanobacteria	Cyanobacteria
UniRef100_A0A6P0KDR0	nan	229-242	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C576	3	UniRef100_A0A6P0YFS0	345	Cyanobacteria	Cyanobacteria
UniRef100_A0A6P0KDR0	nan	243-345	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C576	3	UniRef100_A0A6P0YFS0	345	Cyanobacteria	Cyanobacteria
UniRef100_A0A2K8T9L1	nan	1-353	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C623	5	UniRef100_A0A1Z4TPU0	353	Cyanobacteria	Cyanobacteria
UniRef100_A0A0M4TS47	nan	1-218	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C78	2	UniRef100_A0A140K981	218	Cyanobacteria	Cyanobacteria
UniRef100_A0A1Z4IKL9	nan	1-138	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C393	62	UniRef100_A0A1Z4FYZ0	193	Cyanobacteria	Cyanobacteria
UniRef100_A0A1Z4IKL9	nan	139-156	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C393	62	UniRef100_A0A1Z4FYZ0	193	Cyanobacteria	Cyanobacteria
UniRef100_A0A1Z4IKL9	nan	157-163	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C393	62	UniRef100_A0A1Z4FYZ0	193	Cyanobacteria	Cyanobacteria
UniRef100_A0A1Z4IKL9	nan	164-179	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C393	62	UniRef100_A0A1Z4FYZ0	193	Cyanobacteria	Cyanobacteria
UniRef100_A0A1Z4IKL9	nan	180-193	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C393	62	UniRef100_A0A1Z4FYZ0	193	Cyanobacteria	Cyanobacteria
UniRef100_A0A2A2TE09	nan	1-193	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C393	62	UniRef100_A0A1Z4FYZ0	193	Cyanobacteria	Cyanobacteria
UniRef100_A0A351L2M0	nan	1-179	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C393	62	UniRef100_A0A1Z4FYZ0	179	Cyanobacteria	Cyanobacteria
UniRef100_A0A3D1PAW1	nan	1-181	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C393	62	UniRef100_A0A1Z4FYZ0	181	Cyanobacteria	Cyanobacteria
UniRef100_A0A6B3MFP3	nan	1-202	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C393	62	UniRef100_A0A1Z4FYZ0	202	Cyanobacteria	Cyanobacteria
UniRef100_A0A6J4SEA1	nan	1-169	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C393	62	UniRef100_A0A1Z4FYZ0	169	Actinomycetota	Actinomycetota
UniRef100_A0A6P1ZP13	nan	1-198	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C393	62	UniRef100_A0A1Z4FYZ0	198	Cyanobacteria	Cyanobacteria
UniRef100_A0A844MSQ9	nan	1-182	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C393	62	UniRef100_A0A1Z4FYZ0	182	Cyanobacteria	Cyanobacteria
UniRef100_B1WQM7	nan	1-193	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C393	62	UniRef100_A0A1Z4FYZ0	193	Cyanobacteria	Cyanobacteria
UniRef100_D7DWV0	nan	1-178	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C393	62	UniRef100_A0A1Z4FYZ0	178	Cyanobacteria	Cyanobacteria
UniRef100_Q3M2X7	nan	1-195	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C393	62	UniRef100_A0A1Z4FYZ0	195	Cyanobacteria	Cyanobacteria
UniRef100_A0A351KX86	nan	1-303	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C409	3	UniRef100_A0A351KX86	303	Cyanobacteria	Cyanobacteria
UniRef100_A0A536AX33	nan	1-140	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C710	8	UniRef100_A0A6G3LKZ2	410	Other	Chloroflexi
UniRef100_A0A536AX33	nan	141-153	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C710	8	UniRef100_A0A6G3LKZ2	410	Other	Chloroflexi
UniRef100_A0A536AX33	nan	154-156	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C710	8	UniRef100_A0A6G3LKZ2	410	Other	Chloroflexi
UniRef100_A0A536AX33	nan	157-177	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C710	8	UniRef100_A0A6G3LKZ2	410	Other	Chloroflexi
UniRef100_A0A536AX33	nan	178-410	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C710	8	UniRef100_A0A6G3LKZ2	410	Other	Chloroflexi
UniRef100_E0UKP5	nan	1-500	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C553	2	UniRef100_E0UKP5	500	Cyanobacteria	Cyanobacteria
UniRef100_A0A1J1CTN7	nan	1-188	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C141	46	UniRef100_A0A1J1CTN7	188	Bacillota	Bacillota
UniRef100_A0A2U3L812	nan	1-183	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C141	46	UniRef100_A0A1J1CTN7	183	Proteobacteria	Proteobacteria
UniRef100_A0A6C1PLR7	nan	1-194	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C141	46	UniRef100_A0A1J1CTN7	194	Spirochaetes	Spirochaetes
UniRef100_A0A7Y2I4F7	nan	1-189	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C141	46	UniRef100_A0A1J1CTN7	189	Proteobacteria	Proteobacteria
UniRef100_A0A120FJA0	nan	1-204	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C30	17	UniRef100_A0A7S9CS34	204	Proteobacteria	Proteobacteria
UniRef100_A0A0H5B664	nan	1-123	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C444	101	UniRef100_A0A522V264	123	Proteobacteria	Proteobacteria
UniRef100_A0A060DQS1	nan	1-111	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C202	57	UniRef100_A0A5C7T941	159	Proteobacteria	Proteobacteria
UniRef100_A0A060DQS1	nan	112-129	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C202	57	UniRef100_A0A5C7T941	159	Proteobacteria	Proteobacteria
UniRef100_A0A060DQS1	nan	130-133	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C202	57	UniRef100_A0A5C7T941	159	Proteobacteria	Proteobacteria
UniRef100_A0A060DQS1	nan	134-152	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C202	57	UniRef100_A0A5C7T941	159	Proteobacteria	Proteobacteria
UniRef100_A0A060DQS1	nan	153-159	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C202	57	UniRef100_A0A5C7T941	159	Proteobacteria	Proteobacteria
UniRef100_A0A1H8ZXA3	nan	1-117	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C202	57	UniRef100_A0A5C7T941	169	Proteobacteria	Proteobacteria
UniRef100_A0A1H8ZXA3	nan	118-136	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C202	57	UniRef100_A0A5C7T941	169	Proteobacteria	Proteobacteria
UniRef100_A0A1H8ZXA3	nan	137-143	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C202	57	UniRef100_A0A5C7T941	169	Proteobacteria	Proteobacteria
UniRef100_A0A1H8ZXA3	nan	144-163	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C202	57	UniRef100_A0A5C7T941	169	Proteobacteria	Proteobacteria
UniRef100_A0A1H8ZXA3	nan	164-169	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C202	57	UniRef100_A0A5C7T941	169	Proteobacteria	Proteobacteria
UniRef100_A0A6A8QF43	nan	1-115	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C202	57	UniRef100_A0A5C7T941	162	Proteobacteria	Proteobacteria
UniRef100_A0A6A8QF43	nan	116-132	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C202	57	UniRef100_A0A5C7T941	162	Proteobacteria	Proteobacteria
UniRef100_A0A6A8QF43	nan	133-136	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C202	57	UniRef100_A0A5C7T941	162	Proteobacteria	Proteobacteria
UniRef100_A0A6A8QF43	nan	137-155	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C202	57	UniRef100_A0A5C7T941	162	Proteobacteria	Proteobacteria
UniRef100_A0A6A8QF43	nan	156-162	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C202	57	UniRef100_A0A5C7T941	162	Proteobacteria	Proteobacteria
UniRef100_Q5P8B6	nan	1-125	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C202	57	UniRef100_A0A5C7T941	171	Proteobacteria	Proteobacteria
UniRef100_Q5P8B6	nan	126-141	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C202	57	UniRef100_A0A5C7T941	171	Proteobacteria	Proteobacteria
UniRef100_Q5P8B6	nan	142-145	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C202	57	UniRef100_A0A5C7T941	171	Proteobacteria	Proteobacteria
UniRef100_Q5P8B6	nan	146-164	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C202	57	UniRef100_A0A5C7T941	171	Proteobacteria	Proteobacteria
UniRef100_Q5P8B6	nan	165-171	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C202	57	UniRef100_A0A5C7T941	171	Proteobacteria	Proteobacteria
UniRef100_A0A371IS60	nan	1-187	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C141	46	UniRef100_A0A1J1CTN7	187	Bacillota	Bacillota
UniRef100_A0A0S8FBP2	nan	1-148	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C75	80	UniRef100_A0A564ZMZ6	148	Proteobacteria	Proteobacteria
UniRef100_A0A6B8M237	nan	1-158	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C75	80	UniRef100_A0A564ZMZ6	158	Proteobacteria	Proteobacteria
UniRef100_A0A1Y6D822	nan	1-121	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C393	62	UniRef100_A0A1Z4FYZ0	173	Proteobacteria	Proteobacteria
UniRef100_A0A1Y6D822	nan	122-137	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C393	62	UniRef100_A0A1Z4FYZ0	173	Proteobacteria	Proteobacteria
UniRef100_A0A1Y6D822	nan	138-142	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C393	62	UniRef100_A0A1Z4FYZ0	173	Proteobacteria	Proteobacteria
UniRef100_A0A1Y6D822	nan	143-160	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C393	62	UniRef100_A0A1Z4FYZ0	173	Proteobacteria	Proteobacteria
UniRef100_A0A1Y6D822	nan	161-173	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C393	62	UniRef100_A0A1Z4FYZ0	173	Proteobacteria	Proteobacteria
UniRef100_A0A0X8WUE7	nan	1-219	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C477	2	UniRef100_A0A0X8WUE7	219	NA	NA
UniRef100_I2BBJ3	nan	1-106	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C437	185	UniRef100_A0A1N7C237	106	Proteobacteria	Proteobacteria
UniRef100_A0A1M3N6F4	nan	1-163	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C3	1	UniRef100_A0A1M3N6F4	163	Proteobacteria	Proteobacteria
UniRef100_A0A378NUL5	nan	1-159	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C636	24	UniRef100_A0A1M4UKF2	159	Bacillota	Bacillota
UniRef100_H5Y3X3	nan	1-155	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C636	24	UniRef100_A0A1M4UKF2	155	Bacillota	Bacillota
UniRef100_A0A7X8C9Q4	nan	1-107	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C437	185	UniRef100_A0A1N7C237	107	Proteobacteria	Proteobacteria
UniRef100_E0U939	nan	1-311	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C742	2	UniRef100_B7KGL8	311	Cyanobacteria	Cyanobacteria
UniRef100_A0A661T116	nan	1-111	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C437	185	UniRef100_A0A1N7C237	111	Proteobacteria	Proteobacteria
UniRef100_A0A017H2Y2	nan	1-129	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C685	64	UniRef100_A0A371IS94	129	Fusobacteria	Fusobacteria
UniRef100_A0A7L6AU09	nan	1-123	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C444	101	UniRef100_A0A522V264	123	Proteobacteria	Proteobacteria
UniRef100_A0A6P1HK34	nan	1-202	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C4	18	UniRef100_A0A1H0C0W7	202	Bacillota	Bacillota
UniRef100_A0A2T5G0I5	nan	1-121	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C444	101	UniRef100_A0A522V264	121	Proteobacteria	Proteobacteria
UniRef100_A0A329ZIL6	nan	1-131	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C201	53	UniRef100_A0A2D3VWG2	131	Proteobacteria	Proteobacteria
UniRef100_A0A2U3L821	nan	1-141	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C685	64	UniRef100_A0A371IS94	141	Proteobacteria	Proteobacteria
UniRef100_A0A2T5C9B6	nan	1-98	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C202	57	UniRef100_A0A5C7T941	138	Proteobacteria	Proteobacteria
UniRef100_A0A2T5C9B6	nan	99-108	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C202	57	UniRef100_A0A5C7T941	138	Proteobacteria	Proteobacteria
UniRef100_A0A2T5C9B6	nan	109-114	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C202	57	UniRef100_A0A5C7T941	138	Proteobacteria	Proteobacteria
UniRef100_A0A2T5C9B6	nan	115-125	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C202	57	UniRef100_A0A5C7T941	138	Proteobacteria	Proteobacteria
UniRef100_A0A2T5C9B6	nan	126-138	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C202	57	UniRef100_A0A5C7T941	138	Proteobacteria	Proteobacteria
UniRef100_A0A1X9LDH0	nan	1-450	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C410	3	UniRef100_E0UKP8	518	Cyanobacteria	Cyanobacteria
UniRef100_A0A1X9LDH0	nan	451-471	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C410	3	UniRef100_E0UKP8	518	Cyanobacteria	Cyanobacteria
UniRef100_A0A1X9LDH0	nan	472-474	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C410	3	UniRef100_E0UKP8	518	Cyanobacteria	Cyanobacteria
UniRef100_A0A1X9LDH0	nan	475-491	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C410	3	UniRef100_E0UKP8	518	Cyanobacteria	Cyanobacteria
UniRef100_A0A1X9LDH0	nan	492-518	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C410	3	UniRef100_E0UKP8	518	Cyanobacteria	Cyanobacteria
UniRef100_A0A522UX08	nan	1-88	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C688	5	UniRef100_A0A0M2V0M3	88	Nitrospirae	Nitrospirae
UniRef100_D5C0X9	nan	1-97	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C399	42	UniRef100_A0A1H6HD08	97	Proteobacteria	Proteobacteria
UniRef100_A0A3D1UE04	nan	1-122	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C685	64	UniRef100_A0A371IS94	122	Other	Verrucomicrobia
UniRef100_A0A0D2GKP7	nan	1-122	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	753	Proteobacteria	Proteobacteria
UniRef100_A0A0D2GKP7	nan	123-134	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	753	Proteobacteria	Proteobacteria
UniRef100_A0A0D2GKP7	nan	135-150	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	753	Proteobacteria	Proteobacteria
UniRef100_A0A0D2GKP7	nan	151-164	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	753	Proteobacteria	Proteobacteria
UniRef100_A0A0D2GKP7	nan	165-174	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	753	Proteobacteria	Proteobacteria
UniRef100_A0A0D2GKP7	nan	175-191	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	753	Proteobacteria	Proteobacteria
UniRef100_A0A0D2GKP7	nan	192-194	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	753	Proteobacteria	Proteobacteria
UniRef100_A0A0D2GKP7	nan	195-215	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	753	Proteobacteria	Proteobacteria
UniRef100_A0A0D2GKP7	nan	216-343	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	753	Proteobacteria	Proteobacteria
UniRef100_A0A0D2GKP7	nan	344-355	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	753	Proteobacteria	Proteobacteria
UniRef100_A0A0D2GKP7	nan	356-369	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	753	Proteobacteria	Proteobacteria
UniRef100_A0A0D2GKP7	nan	370-384	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	753	Proteobacteria	Proteobacteria
UniRef100_A0A0D2GKP7	nan	385-680	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	753	Proteobacteria	Proteobacteria
UniRef100_A0A0D2GKP7	nan	681-697	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	753	Proteobacteria	Proteobacteria
UniRef100_A0A0D2GKP7	nan	698-702	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	753	Proteobacteria	Proteobacteria
UniRef100_A0A0D2GKP7	nan	703-718	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	753	Proteobacteria	Proteobacteria
UniRef100_A0A0D2GKP7	nan	719-753	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	753	Proteobacteria	Proteobacteria
UniRef100_A0A1Q3H7Q6	nan	1-139	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	780	Proteobacteria	Proteobacteria
UniRef100_A0A1Q3H7Q6	nan	140-151	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	780	Proteobacteria	Proteobacteria
UniRef100_A0A1Q3H7Q6	nan	152-167	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	780	Proteobacteria	Proteobacteria
UniRef100_A0A1Q3H7Q6	nan	168-184	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	780	Proteobacteria	Proteobacteria
UniRef100_A0A1Q3H7Q6	nan	185-200	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	780	Proteobacteria	Proteobacteria
UniRef100_A0A1Q3H7Q6	nan	201-213	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	780	Proteobacteria	Proteobacteria
UniRef100_A0A1Q3H7Q6	nan	214-216	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	780	Proteobacteria	Proteobacteria
UniRef100_A0A1Q3H7Q6	nan	217-237	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	780	Proteobacteria	Proteobacteria
UniRef100_A0A1Q3H7Q6	nan	238-699	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	780	Proteobacteria	Proteobacteria
UniRef100_A0A1Q3H7Q6	nan	700-720	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	780	Proteobacteria	Proteobacteria
UniRef100_A0A1Q3H7Q6	nan	721-725	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	780	Proteobacteria	Proteobacteria
UniRef100_A0A1Q3H7Q6	nan	726-741	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	780	Proteobacteria	Proteobacteria
UniRef100_A0A1Q3H7Q6	nan	742-780	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C525	61	UniRef100_A0A5C7KBI4	780	Proteobacteria	Proteobacteria
UniRef100_A0A2D3VWF2	nan	1-124	NA	NA	NA	NA	TM [inside]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	732	Proteobacteria	Proteobacteria
UniRef100_A0A2D3VWF2	nan	125-141	NA	NA	NA	NA	TM [TMhelix]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	732	Proteobacteria	Proteobacteria
UniRef100_A0A2D3VWF2	nan	142-153	NA	NA	NA	NA	TM [outside]	NA	deepTMHMM	C366	114	UniRef100_A0A3P1Y6T0	732	Proteobacteria	Proteobacteria
